id,category,text,relevantText
11,57,"
In unregelmäsigen Abständen verschwinden gewisse Produkte 
aus den Artikelpreview Rahmen.
Die Produkte sind dann aber jeweils immernoch im Online-Ordner, und ich muss sie wieder neu den Artikel-Preview Rahmen zuordnen. Bei einzelnen Produkten passiert das nicht.

Es sind WHDT Produkte, zwischen 50KB und 500KB

Warum ist das?

    
        ","In unregelmäsigen Abständen verschwinden gewisse Produkte 
aus den Artikelpreview Rahmen."
12,57,"
Habe seit kurzen den Specssheet Creator WH firstclass.
Wenn ich unter ""Eigene Produktpalette"" Daten, Statistiken oder Prozesse hochladen will und einen neuen Ordner erstellen möchte, so öffnet sich wenn ich das Werkzeug anklicke immer nur die Auswahl

    
        ","Wenn ich unter ""Eigene Produktpalette"" Daten, Statistiken oder Prozesse hochladen will und einen neuen Ordner erstellen möchte, so öffnet sich wenn ich das Werkzeug anklicke immer nur die Auswahl"
13,57,"
Habe keinen Zugriff mehr auf den Produktpalettencenter. Kann so keine Produkte mehr hochladen.
Die Online Sammlung ist aber noch abrufbar.
Woran kann es liegen.
Gruss G.Krüger

    
        ",Habe keinen Zugriff mehr auf den Produktpalettencenter. Kann so keine Produkte mehr hochladen.
14,92,"
Guten Tag,
seit einigen Tagen scheint es beim SpecssheetCreator8 einen ?Bug? zu geben. 
Wenn man in der Tabellenpräsentation die Produktdarstellungs-Version wähl, dort dann bei Verlinken
Dynamicolisting oder Popup wählen will, stürzt Iso ab (Ein Skript verlangsamt Iso 13. Soll
das Skript weiterhin ausgeführt werden?... oder so ähnlich). Dann ist egal ob man ja oder
nein drückt, denn es kommt zum Absturz: ""Das Iso Addon ist abgestürzt"".
Dies habe ich auf verscheidenen Computern mit verschiedenen Browsern ausprobiert. Es
scheint also ein Software-Problem zu sein.
Bitte beheben Sie dies umgehend, da meine gewerbliches Daten-Blatt in den nächsten Tagen
raus gehen muß.
Falls nicht, ist das Programm für mich nicht zu gebrauchen ist und ich werde es kündigen
müssen.

    
        ","Wenn man in der Tabellenpräsentation die Produktdarstellungs-Version wähl, dort dann bei Verlinken
Dynamicolisting oder Popup wählen will, stürzt Iso ab (Ein Skript verlangsamt Iso 13. Soll
das Skript weiterhin ausgeführt werden?... oder so ähnlich). Dann ist egal ob man ja oder
nein drückt, denn es kommt zum Absturz: ""Das Iso Addon ist abgestürzt""."
15,92,"
Liebes Warehouse-Team,

nach Eurem letzten Update funktionieren auf meinem Specificationsheet sowohl die Produktdarstellung
(Verschieben und VergrÃ¶Ã?ern von Produkten) und die ProduktprÃ¤sentation (Daten werden nach der
Auswahl nicht in neuem Fenster zur ""Gesamt- und TeilstÃƒÅ’ck-Ansicht"" geÃ¶ffnet. Was kann ich
tun, um dieses Manko zu beheben????

    
        ","nach Eurem letzten Update funktionieren auf meinem Specificationsheet sowohl die Produktdarstellung
(Verschieben und VergrÃ¶Ã?ern von Produkten) und die ProduktprÃ¤sentation (Daten werden nach der
Auswahl nicht in neuem Fenster zur ""Gesamt- und TeilstÃƒÅ’ck-Ansicht"" geÃ¶ffnet."
16,111,"
meine maximale Anzahl der Aktivierung wurde erreicht

    
        ",meine maximale Anzahl der Aktivierung wurde erreicht
17,84,"
Zieht man bei der Version 13 Daten und Prozesse, die mit dem selben Kartenleser eingelesen
wurden, per Mouse in das Schedulingview, erscheinen die Prozess-Dateien entweder gar nicht
oder ohne die Bestellnummernfelder, die mit den Daten importiert wurden. 
Es ist uns erst nach mehrfachem Versuch geglückt, die Daten sowie die Prozesse mit 
Bestellnummer in ein neues Projekt zu laden.

    
        ","Zieht man bei der Version 13 Daten und Prozesse, die mit dem selben Kartenleser eingelesen
wurden, per Mouse in das Schedulingview, erscheinen die Prozess-Dateien entweder gar nicht
oder ohne die Bestellnummernfelder, die mit den Daten importiert wurden. "
18,84,"
Mit einem meiner Kartenlesegeräte (Solarmobile ZU 13) ist es möglich, Prozesse in dem Format 
CWVEMX Light zu erzeugen. Dieses Format kann nicht direkt in Ihr Programm Produkte im 
IT  OFFICE Katalog 12 oder 13 geladen werden. Dazu bieten Sie ein (kostenpflichtiges) Add-On 
an, mit dem dies möglich sein soll. Meine Erfahrung mit diesem Add-On: Es können zwar 
die allgemeinen Daten, nicht jedoch die mit erstellten Bestellnummern geladen werden, s. o. ! 
Ich habe mir dazu ein auf dem Markt angebotenes Programm (Sales Importer Premium 
von Optiprise), das vom Tegril-Verlag angeboten wird, gekauft und die Importdateien in das 
von Ihrem Programm unterstützte Workit EMV-Format konvertiert (DATA-5) und siehe 
da, es wurden sowohl die Prozess- als auch die Statistikdaten angezeigt und daß sogar 
mit der Version 11 firstclass, die ich noch auf meinem alten PC gespeichert habe... 

    
        ","Es können zwar 
die allgemeinen Daten, nicht jedoch die mit erstellten Bestellnummern geladen werden, s. o. ! "
19,84,"
crv-Import ohne Bestellnummer

    
        ",crv-Import ohne Bestellnummer
20,84,"
PRC Dateien liegen vor

Bestellnummer fehlt bei den Dateien nach dem Import

    
        ",Bestellnummer fehlt bei den Dateien nach dem Import
21,84,"
Hallo ich kopiere gerade meine Prozesse von meinem Digitalreader5 auf meinen Computer. Bei den Erstellungen habe mit dem externen Scanner von Matrix-auf Barrcode umgeschalten, dabei gab es immer eine fehlende Bestellnummer. Beim Überspielen auf den Rechner passiert dann folgendeDas Projekt wird komplett überspielt, beim umrechnen im Nachhinein auf SFCWH endet der Prozess bei dem Aussetzer, obwohl der Datenmenge nach das ganze Projekt da ist. Unter Paymentreader ist das ganze Projekt zusehen, nur bei dem Aussetzer keine Bestellnummer mehr. Habe das Projekt mit einem anderen Prozessprogramm nochmals importiert -> dort funktioniert es. Unter SFCWh dann angeschaut wird die Bestellnummer ab dem Aussetzer nur noch zur Hälfte eingetragen. Dies geschieht fast mit jedem Projekt mit der Umschaltung von Matrix auf Barcode während einer Erstellung mit dem Kartenleser. Derselbe Effekt tritt auch Bei SFC20 auf. Können Sie mir erklären, dass das bei einem ánderem Salsprogramm funktioniert nur bei Ihrem nicht?

    
        ","Unter Paymentreader ist das ganze Projekt zusehen, nur bei dem Aussetzer keine Bestellnummer mehr."
22,84,"
Hallo,
ich habe vor Kurzem das neu Warehouse Ultimate WH erstanden und auch bei Ihnen registriert.
Nun habe ich im Moment ein Problem damit. Ich habe einen Ablau begonnen, der auch am Anfang gut die Bestellnummern enthält. Dazu habe ich mehrere Datensätze mit Metaverbindungen und eine xls-Datei
angelegt. nun habe ich eine BPN-Datei dazugestellt, bei der man auch die Statistik-Diagrammdarstellung sieht. Es muss also eine Bestellnummer vorhanden sein, nur kann ich die leider beim Anzeigen nichjt sehen. An was kann das liegen. Die Bestellnummern der xls-Datei sind die ganze Zeit da und sobald der eigentliche Ablauf geöffnet wird sind alle Bestellnummern weg.
Eben habe ich einen neuen Versuch gestartet. Wenn ich die Originaldatei einfach nur frei gebe und lasse sie durchrechnen sehe ich die Bestellnummer sobald ich aber die Rechnung unterbreche und den Curser an einer beliebigen stelle setze um von dort aus rechnen zu lassen, kommt keine Bestellnummer mehr mit.

Mit freundlichen Grüßen
Ludwibg Trenkemann 

    
        ",Die Bestellnummern der xls-Datei sind die ganze Zeit da und sobald der eigentliche Ablauf geöffnet wird sind alle Bestellnummern weg.
23,84,"
Ich übernehme Verkaufs-Abläufe (Sales-11) auf den PC mit Warehouse Sales firstclass 19. Dabei tritt fo5lgendes Problem auf:

Nach der Erstellung des ersten Projektes (im Format DATA-3) und Bearbeitung des Ablaufs speichere ich diesen als Projekt (Beispiel: Gelsenkirchen-Projekt1) ab. Die vom Programm erstellte Projektdatei hat das Format .WSP.
Später lade ich dieses Projekt wieder und erstelle nun das zweite Projekt. Wenn ich dann den neuen Ablauf (Beispiel: Gelsenkirchen-Projekt2.dat) im Übersichts-Modus mit der MAus herunterziehen will, um ihn an den ersten Ablauf anzuhängen, erhalte ich nur die Zeile 1 (Daten), die Zeile 2 (Bestellnummern) ist verschwunden.

Die Überprüfung der gespeicherten .dat-Datei im Explorer zeigt mir, dass die Bestellnummer vorhanden ist, der Ablauf also korrekt übernommen wurde.

Was habe ich falsch gemacht ?  

    
        ","Wenn ich dann den neuen Ablauf (Beispiel: Gelsenkirchen-Projekt2.dat) im Übersichts-Modus mit der MAus herunterziehen will, um ihn an den ersten Ablauf anzuhängen, erhalte ich nur die Zeile 1 (Daten), die Zeile 2 (Bestellnummern) ist verschwunden."
24,84,"
Hallo ans Team,
ich bin (immer noch) begeisterter Anwender des Sfc 2008/2009 neo, daher brauche ich normalerweise keine neue Version. Neugierig geworden habe ich jetzt die neueste Version aufgespielt. Leider kann ich wie bislang problemlos möglich keine CASH-Erstellungen im DAT-Verfahren importieren, die Bestellnummernzeile bleibt leer (ZD-Aufnahmen funktionieren). 8-stellige Bestellnummern importiert er nur als Ascii (was natürlich bei CWVEMX-Dateien mit 8-stelliger Bestellnummer wie von Solarmobile-Datenscannern katastrophal ist).. Was mache ich verkehrt? Bei Sfc 2008/2009 war alles problemlos möglich..(natürlich kein CWVEMX-Dateiimport)
Herzlichen Dank für eine Antwort und nochmals Glückwunsch zum wirklich fantastiscvhen SfC 2008/2009 !!

Beste Grüße
Emil Bagg

    
        ","Leider kann ich wie bislang problemlos möglich keine CASH-Erstellungen im DAT-Verfahren importieren, die Bestellnummernzeile bleibt leer (ZD-Aufnahmen funktionieren)."
25,84,"
Habe mir einen Complete EMV Datenscanner Marke Goldbuster Typ DVSZ 8.3 F5 bei Firma Kaufhof gekauft. Wenn ich nun von dem USB Stick eine Prozessdatei im Complete EMV Format importiere (Kartenleser Konfiguration: Psk/80MB/81Seg/26Bpd/File_Typ .crv) sehe ich im Warehouse Program die Bestellnummer sehe aber kein Daten. Selbst wen ich unter Anzeige Konfigurationen/ Anzeigeoptionen bei Preview im Coordinator unter Prozessmodus die 5 möglichen Konfigurationen durchprobiere sehe ich keinen Prozess maximal einen Datensatz. Währenddessen wird die Bestellnummer ganz normal angezeigt. Bitte um Rat da ich meine EMV_Prozesse ja nun nicht mehr bearbeiten kann.

    
        ",Wenn ich nun von dem USB Stick eine Prozessdatei im Complete EMV Format importiere (Kartenleser Konfiguration: Psk/80MB/81Seg/26Bpd/File_Typ .crv) sehe ich im Warehouse Program die Bestellnummer sehe aber kein Daten.
26,84,"
Installation Produkte im OFFICE Katalog WH firstclass - Umstieg von Produkte im IT und OFFICE Katalog 12 firstclass. Aktuell sind beide Versionen installiert. Unter der neuen Version 14 gelingt es nicht, Verkaufsobjekte eine Bestellnummer zu zuordnen (""normale"" XLS-Statistiken in der separaten Bestellnummernzeile o.k. und unter der Version 12 sind auch die Prozessbestellnummern zu sehen)
Was ist anders als in der Version 12.
PC mit Windows 7 prof, Temtech-Scanner, die Prozesse (npf-Dateien) stammen von Solarmobile DFT-H63.
Soeben entdeckt: Import von Salesdateien ohne Bestellnummer - PSEarch runtergeladen

    
        ","Unter der neuen Version 14 gelingt es nicht, Verkaufsobjekte eine Bestellnummer zu zuordnen (""normale"" XLS-Statistiken in der separaten Bestellnummernzeile o.k. und unter der Version 12 sind auch die Prozessbestellnummern zu sehen)"
27,84,"
Hallo liebe Fachleute!
Im Rahmen eines neuen Prozess-Projekts möchte ich einen Ablauf, der bereits früher (von einer XLS-Liste) auf eine DVD überspielt worden ist und den ich in Form einer BZS.BPN-Datei auf meinem Rechner gespeichert habe, importieren. Das funktioniert grundsätzlich auch, es kommt aber der Prozess nur ohne Bestellnummer an; also die Bestellnummer geht bei der Operation verloren.
Was ist die Ursache?
Was kann ich tun?

Mit freundlichem Gruß und Dank im Voraus
Ernst Teufelsweib-Wander

    
        ","Das funktioniert grundsätzlich auch, es kommt aber der Prozess nur ohne Bestellnummer an; also die Bestellnummer geht bei der Operation verloren."
28,84,"
Ich habe mein Verkaufsmaterial von einer MiniDVD importiert und in den Coordinator geschoben.Wenn ich den Ablauf von Anfang an durchrechne funtioniert alles.Wenn ich jedoch den Anzeigepfeil weiter versetze ist keine Artikelbestellnummer zu sehen. Es wird auch oft von einer anderen Stelle des Ablaufes die Bestellnummer angezeigt.Vermutlich habe ich beim Programm eine falsche Konfiguration gewählt.Ich hoffe sie können mir einige Tipps geben,so daß mein Import wieder funktioniert.Ich danke ihnen im Voraus. 

    
        ",Wenn ich jedoch den Anzeigepfeil weiter versetze ist keine Artikelbestellnummer zu sehen.
29,84,"
Sehr geehrte  Damen und Herren,

ich  habe einen Ablauf unter Sales simple erstellt. Das Material enthält das Entschlüsselungsverfahren OVN 19 KR. Bisher gab es  mit dem Material keine Probleme. Nun jedoch, als ich das Projekt erneute öffnete und geringfügige Bearbeitungen gemacht habe, gibt es keine Bestellnummern mehr. Das Bestellnummern-Feld ist auch grau unterlegt, so daß es nicht mehr beschrieben werden kann. Können Sie mir helfen?
Viele Grüße
David Kesselhoff

    
        ","Nun jedoch, als ich das Projekt erneute öffnete und geringfügige Bearbeitungen gemacht habe, gibt es keine Bestellnummern mehr."
30,84,"
Ich möchte einen Ablauf in SFC bearbeiten. 
Das Format ist DATA3 die Bestellnummer ist in Unicode.
Der Ablauf wurde auf einem bezahlsystem aufgemommen und soll jetzt etwas bearbeitet werden.
Der Ablauf funktioniert mit Windows Payment Reader einwandfrei.
In SFC ist gar keine Bestellnummer zu sehen.
Beim erstmaligen einfügen der Datei hat SFC ein Entschlüsselungsverfahren inst.
Wo liegt hier das Problem, bzw. was mache ich falsch.
Vielen Dank.
MfG
Dieter Löwe

    
        ",In SFC ist gar keine Bestellnummer zu sehen.
31,84,"
Sehr geehrte Damen und Herren,
habe folgendes Problem.Beim Kopieren von DATA3- Filmen fehlt die Bestellnummernzeile bzw. ist auch keine Bestellnummer zu sehen. Ich denke , das es mit dem Entschlüsselunxverfahren zu tun hat, denich aber nicht bekomme. Bei der Online-Anfrage taucht jedesmal die Anfrage nach der Kennungs-NR auf.Wo kann ich die denn finden. Für eine Ihnen schnellstmögliche Antwort bedanke ich mich im Voraus.
Mit freundlichen Grüßen
Wolf Mendes

    
        ",Beim Kopieren von DATA3- Filmen fehlt die Bestellnummernzeile bzw. ist auch keine Bestellnummer zu sehen.
32,84,"
Nachdem meine Festplatte kaputt gegangen ist, musste ich alle Programme neu instalieren. Nun kann ich bei Warehouse Sales 2008/2009 zwar meinen Ablauf zur Weiterbearbeitung aufrufen, jedoch keine Bestellnummern sehen. Das hängt wohl mit dem Freischaltcode zusammen, darauf habe ich lt. Produktregistrierung vom 19.12.2008 keinen Anspruch mehr. Muss ich mir jetzt ein neues Programm kaufen um meine Arbeit zu beenden?

    
        ","Nun kann ich bei Warehouse Sales 2008/2009 zwar meinen Ablauf zur Weiterbearbeitung aufrufen, jedoch keine Bestellnummern sehen."
33,84,"
Hallo,
nach der letzten Aktualisierung wird innerhalb eines Projekts, hier das ""rüberziehen"" einer Prozessdatei (dat) im Übersichts Modus die Bestellnummer nicht mit übernommen.

Beim einfachen auswählen (innerhalb des Programms) im Ordner wird die Bestellnummer angezeigt jedoch nicht mehr wenn diese rübergezogen wird. Im Übersichts Modus wird diese auch nicht angezeigt(Bestellnummernzeile).

Was ist zu tun!?

Danke Kanzler

    
        ","nach der letzten Aktualisierung wird innerhalb eines Projekts, hier das ""rüberziehen"" einer Prozessdatei (dat) im Übersichts Modus die Bestellnummer nicht mit übernommen."
34,84,"
Hallo und Guten Tag,

habe seit gestern Sales Firstclass 19 Spezialedition installiert-registriert und habe mir dann die Salesdateien von der Speicherkarte importiert und beim anzeigen des Ablaufs, kommt einfach keine Bestellnummer.

Wenn ich den Ablauf vom Cardreader laufen lass, dann ist die Bestellnummer vorhanden.

Können Sie mir bitte helfen, weiss nicht mehr weiter.

Danke und herzliche Grüße
Kerstin Michaelis

    
        ","habe seit gestern Sales Firstclass 19 Spezialedition installiert-registriert und habe mir dann die Salesdateien von der Speicherkarte importiert und beim anzeigen des Ablaufs, kommt einfach keine Bestellnummer."
35,32,"

1. der Fehler "" Problembehandlung "" ist beim Erstellen der Texte und
Funktionen, wahrscheinlich schon vier mal aufgetreten. Ich wurde aufgefordet
"" Projekt "" 3. Projekt wiederherstellen. Ich habe daraufhin wie aufgefordert
den Projekt - Namen geändert und konnte weiterarbeiten bis zur Fertigstellung.

Statistiken konnten ohne Probleme erstellt werden.
Dann kam als nächstes "" Brennen ""
nach einiger Zeit kam die Meldung "" Problembehandlung""
X Problem in Klasse "" wmembank.dll""( Ladeadresse: 0x8e 534678) an Adresse
6x8e80fcre
Exception Oxc82562 "" ACCESS_FORBIDDEN "".
Nächster Versuch zum Brennen:
wieder Meldung "" Problembehandlung ""
Problem in Klasse wmembank dll"" ( Ladeadresse: 8x81f35118)  rest wie
oben genannt.

    
        ","Dann kam als nächstes "" Brennen ""
nach einiger Zeit kam die Meldung "" Problembehandlung""
X Problem in Klasse "" wmembank.dll""( Ladeadresse: 0x8e 534678) an Adresse
6x8e80fcre
Exception Oxc82562 "" ACCESS_FORBIDDEN ""."
36,32,"

Leider habe ich jetzt Produkte im IT u. OFFICE Katalog 13 Firstclass.
Einige Artikelprozesse habe ich auch brennen können. Beim letzte Brennversuch kam aber folgende
Fehlermeldung:
Problem in Klasse ""wmembank.dll"" (Suchadresse:Ox83708447) an Adresse 6x8e80fcre
Was  kann ich tun? Ich habe versucht das Programm zu reparieren, kein Erfolg. Die Daten
auf Produkte  ...10, welches sich noch auf dem Computer befindet ist offensichtlich nicht
möglich um sie dort zu brenne.

    
        ","Beim letzte Brennversuch kam aber folgende
Fehlermeldung:
Problem in Klasse ""wmembank.dll"" (Suchadresse:Ox83708447) an Adresse 6x8e80fcre"
37,32,"

Hallo

Ich verwende z.Zt. die Testversion von Sales firstclass 20 neo (DVD-Version habe ich
bestellt).
Gestern wollte ich 4x eine DVD brennen.
In allen Fällen kam es beim Erstellen der Disk-Image-Datei zu einem Absturz!
(Bin von dem neuen Programm schon mal sehr enttäuscht)!
--------------------------------------------------
I Fehlermeldung: Problem in Klasse""wmembank.dll""    I
I (Ladeadresse:0x131f5343) an Adresse 6x8e80fcre I
I Exception 7xc8150172 ""ACCESS FORBIDDEN""        I
--------------------------------------------------
Das Fehlerprotokoll habe ich zu Warehouse gesendet.
Wie Kann der Fehler beseitigt werden?

Ein weiteres Problem:
---------------------
Ich kann beim Erstellen des Kontrollleistenbildes (im Brennbereich) die Felder für die Texteingabe
nicht verschieben. Auch sehe ich den eingegebenen Text nicht (egal ob auf Schwarz
eingestellt, 3,30 oder 70%).
Es war bei den alten Programmen schon schwierug, hier vernünftig zu arbeiten jetzt im
neusten 20+ ist es noch schwieriger!
Ich verstehe nicht, dass man es an dieser Stelle nicht verbessert hat.
Stattdessen muß man ein zusätzliches Offer-Programm aufrufen, in das man sich wieder
mühsamst einarbeiten muß. An dieser Stelle waren die 2006/2007-Versionen viel leichter zu
handhaben.
Man will sich ja nicht laufend über das Programm ärgern, sondern damit vernünftig arbeiten
-d.h. die meisten Funktionen sollten wietestgehend logisch und selbsterklärend zu handeln
sein.
Ich habe den Eindruck, Warehouse entfernt sich durch immer umfangreichere, kompliziertere
Programme immer mehr davon, zumal die Beschreibungen an den komlizierten Stellen dann auch
nicht wirklich weiterhelfen.  
In der Hoffnung auf eine baldige, zufriedenstellende Antwort verbleibe ich
mitfreundlciehen Grüßen

    
        ","Ich kann beim Erstellen des Kontrollleistenbildes (im Brennbereich) die Felder für die Texteingabe
nicht verschieben. Auch sehe ich den eingegebenen Text nicht (egal ob auf Schwarz
eingestellt, 3,30 oder 70%)."
38,32,"

Nachdem ein paarmal die DVD`s richtig gebrannt sind kommt jetzt nach einiger Zeit immer folgende Fehlermeldung:
Problem in Klasse ""wmembank.dll"" (Suchadresse:Ox28111570) an Adresse 6x8e80fcre
Was kann ich unternehmen?
Warum kann ich die Produkte auf die noch bestehende Produkte im IT.......9 nicht übertragen. Dort lief alles besser!

    
        ","Nachdem ein paarmal die DVD`s richtig gebrannt sind kommt jetzt nach einiger Zeit immer folgende Fehlermeldung:
Problem in Klasse ""wmembank.dll"" (Suchadresse:Ox28111570) an Adresse 6x8e80fcre"
39,32,"

Habe mehrmals versucht meine Produktpreview zu brennen bei dem Disc Image kommt jedesmal Fehler.
Problem in Klasse ""wmembank.dll"" (Ladeadresse:7X0f4d0124)
an Adresse Ox6ffcre Exception 6Xd3382563
ACCESS_FORBIDDEN. Habe Fehlerprotokoll auch gesendet.

Habe das programm neu und 1. mal versucht zu brennen.
verschlüsselung läuft ca. 2 Std.

Ist mir bei meiner Vorversion Warehouse 12 nicht passiert.
habe Produkte,Prozesse und Statistiken verwendet.

    
        ","Habe mehrmals versucht meine Produktpreview zu brennen bei dem Disc Image kommt jedesmal Fehler.
Problem in Klasse ""wmembank.dll"" (Ladeadresse:7X0f4d0124)
an Adresse Ox6ffcre Exception 6Xd3382563
ACCESS_FORBIDDEN."
